"자치구","안심 주소","CCTV 용도","위도","경도","CCTV 수량","수정 일시"
"용산구","(우사단로4라길 17 태양이발소 위 사거리)","방범","37.530795","126.999865","3","2019-12-12"
"용산구","(한남동 578-3 경향하이츠빌라 뒤)","방범","37.530894","127.004644","1","2019-12-12"
"용산구","(한남동 578-3 경향하이츠빌라 뒤)","방범","37.530941","127.004838","3","2019-12-12"
"용산구","(새창로 221-29 (한강로동))","방범","37.530952","126.968093","2","2019-12-12"
"용산구","(한강로2가 2-16 현대하이카 옆)","방범","37.530952","126.968093","1","2019-12-12"
"용산구","(보광로46길 18)","방범","37.531002","126.996187","1","2019-12-12"
"용산구","(보광동 272-14 미사랑 앞 삼거리)","방범","37.531018","126.997563","2","2019-12-12"
"용산구","(보광동 265-426 그냥갈수없잖아슈퍼 옆)","방범","37.531087","127.000858","1","2019-12-12"
"용산구","(보광동 265-426 그냥갈수없잖아슈퍼 옆)","방범","37.531087","127.000858","1","2019-12-12"
"용산구","(한남동 419 한국입정교성회 뒤)","방범","37.531115","127.010313","3","2019-12-12"
"용산구","(이태원동 20-78 휘트니스헬스 뒤 주차장 앞)","방범","37.531120","126.995805","3","2019-12-12"
"용산구","(한남동 767-9 좁은 골목길)","방범","37.531165","127.002411","1","2019-12-12"
"용산구","(이촌동 212-1 성촌공원 내 화단)","방범","37.531195","126.954659","3","2019-12-12"
"용산구","(보광동 265-436 보광동교회 어린이집 입구)","방범","37.531338","126.999028","2","2019-12-12"
"용산구","(대사관로30가길 41)","방범","37.531466","127.003483","2","2019-12-12"
"용산구","(대사관로39가길 41)","방범","37.531466","127.003483","2","2019-12-12"
"용산구","(한강로2가 47-3 원불교 부근)","방범","37.531470","126.972185","1","2019-12-12"
"용산구","(보광동 265-232 철통신주 옆)","방범","37.531499","126.997862","4","2019-12-12"
"용산구","(한강로2가 2-131)","방범","37.531527","126.968475","2","2019-12-12"
"용산구","(한남동 616-14 맞은 편 철주 (의리의리한 집 뒷골목))","방범","37.531682","127.005386","1","2019-12-12"
"용산구","(한남동 616-14 맞은편 철주(의리의리한집 뒷골목))","방범","37.531682","127.005386","1","2019-12-12"
"용산구","(이태원동 83-1 외인차고 앞)","방범","37.531792","126.991997","1","2019-12-12"
"용산구","(한남동 616-14 맞은편 철주(의리의리한집 뒷골목))","방범","37.531821","127.005236","1","2019-12-12"
"용산구","(우사단로10다길 14 (한남동 764-15))","방범","37.531833","127.002025","1","2019-12-12"
"용산구","(우사단로10다길 14(한남동 764-15))","방범","37.531833","127.002025","1","2019-12-12"
"용산구","(한남동 649-1 만물슈퍼 앞)","방범","37.531861","127.004177","1","2019-12-12"
"용산구","(한강로2가 16-11 전자상가 정류장)","방범","37.531883","126.965365","1","2019-12-12"
"용산구","(한강로2가 16-11 전자상가 정류장)","방범","37.531883","126.965365","2","2019-12-12"
"용산구","(보광로51길 16 (이태원동 96-108))","방범","37.531907","126.994225","1","2019-12-12"
"용산구","(이태원동 96-108 (보광로51길 16))","방범","37.531907","126.994225","2","2019-12-12"
"용산구","(한남동 758-12 민들레미용실 앞)","방범","37.531928","127.000527","1","2019-12-12"
"용산구","(한남동 758-31 민들레미용실 사잇길)","방범","37.531928","127.000527","1","2019-12-12"
"용산구","(우사단로6길 26)","방범","37.532043","126.997702","1","2019-12-12"
"용산구","(우사단로10다길 14 (한남동 764-15))","방범","37.532076","127.001294","2","2019-12-12"
"용산구","(보광동 265-1006 앞 전주)","방범","37.532128","126.997819","2","2019-12-12"
"용산구","(우사단로6길 32)","방범","37.532283","126.998124","1","2019-12-12"
"용산구","(원효로3가 250-1 하이트맥주 앞 사무실)","방범","37.532354","126.954338","1","2019-12-12"
"용산구","(우사단로6길 35)","방범","37.532377","126.998234","1","2019-12-12"
"용산구","(우사단로10라길 15(한남동 76-1) 골목길과 비탈길 사이)","방범","37.532387","127.001660","2","2019-12-12"
"용산구","(우사단로10라길 17 골목길과 비탈길 사이)","방범","37.532387","127.001660","1","2019-12-12"
"용산구","(이태원동 96-100 골목길)","방범","37.532427","126.993733","3","2019-12-12"
"용산구","(한남동 653-58 자스민하우스 앞)","방범","37.532583","127.002548","1","2019-12-12"
"용산구","(한남동 647-1 태성빌라 뒤)","방범","37.532588","127.004080","1","2019-12-12"
"용산구","(한남동 760-34 한남중앙교회 인근 보안등 옆)","방범","37.532601","126.999498","4","2019-12-12"
"용산구","(한강로3가 16-18 전자상가 우체국 앞)","방범","37.532634","126.957503","1","2019-12-12"
"용산구","(한강로3가 16-18 전자상가우체국 앞)","방범","37.532634","126.957503","2","2019-12-12"
"용산구","(한강로3가 3-32 선인상가 21동 입구)","방범","37.532651","126.964202","3","2019-12-12"
"용산구","(원효로3가 250-1 하이트맥주 앞 사무실)","방범","37.532909","126.954663","2","2019-12-12"
"용산구","(이태원동 34-111 (이태원로14길 36))","방범","37.532950","126.991190","1","2019-12-12"
"용산구","(이태원로14길 36 (이태원동 34-111))","방범","37.532950","126.991190","1","2019-12-12"
"용산구","(한남동 732-150 이슬람사원 앞)","방범","37.532980","126.997944","1","2019-12-12"
"용산구","(이태원동 180-21 그린빌라 앞)","방범","37.532985","126.993698","1","2019-12-12"
"용산구","(이태원동 180-21 그린빌라 앞)","방범","37.532985","126.993698","3","2019-12-12"
"용산구","(한강로3가 187-14 CU편의점 앞)","방범","37.532987","126.973510","1","2019-12-12"
"용산구","(이태원동 74-45 한국야쿠르트 앞)","방범","37.532993","126.992570","3","2019-12-12"
"용산구","(한남동 316-3 주택 앞)","방범","37.533002","127.008882","1","2019-12-12"
"용산구","(원효로4가 93 해물한마당 앞)","방범","37.533028","126.952618","1","2019-12-12"
"용산구","(용산동5가 2-4 국방부 뒤 일반통행길)","방범","37.533155","126.973996","1","2019-12-12"
"용산구","(용산동5가 2-4 국방부 뒤쪽 일반통행길)","방범","37.533155","126.973996","1","2019-12-12"
"용산구","(원효로31길 12 (원효로3가 252-1 인근))","방범","37.533268","126.955835","1","2019-12-12"
"용산구","(원효로31길 12(원효로3가 252-1인근))","방범","37.533268","126.955835","1","2019-12-12"
"용산구","(한남동 732-9 다세대주택 앞)","방범","37.533281","126.999016","3","2019-12-12"
"용산구","(이태원동 74-45 주택가 골목길)","방범","37.533285","126.992268","3","2019-12-12"
"용산구","(이태원동 63-17 주택 앞)","방범","37.533303","126.991496","3","2019-12-12"
"용산구","(원효로3가 242-2 계단 위 삼거리)","방범","37.533429","126.954852","2","2019-12-12"
"용산구","(원효로3가 242-2 계단위 삼거리)","방범","37.533429","126.954852","1","2019-12-12"
"용산구","(한강로3가 1-1 전자상가 국민은행 옆)","방범","37.533438","126.963942","2","2019-12-12"
"용산구","(한강로1가 305-11 삼각교회 앞)","방범","37.533456","126.971522","2","2019-12-12"
"용산구","(이태원동 132-4 킹클럽 맞은 편)","방범","37.533505","126.995546","1","2019-12-12"
"용산구","(이태원동 132-4 킹클럽 맞은편)","방범","37.533505","126.995546","1","2019-12-12"
"용산구","(한강로2가 2-354 e-편한세상 뒷골 목)","방범","37.533514","126.969904","1","2019-12-12"
"용산구","(한강로2가 2-354 e-편한세상 뒷골목)","방범","37.533514","126.969904","2","2019-12-12"
"용산구","(이태원동 74-45 한국야쿠르트 앞)","방범","37.533522","126.992676","3","2019-12-12"
"용산구","(원효로3가 258 원삼탕 맞은 편)","방범","37.533554","126.956371","1","2019-12-12"
"용산구","(효창원로12길 31)","방범","37.533606","126.952809","1","2019-12-12"
"용산구","(녹사평대로 46가길 30 (이태원동 59-4))","방범","37.533631","126.99058","1","2019-12-12"
"용산구","(녹사평대로46가길 30(이태원동 59-4))","방범","37.533631","126.99058","1","2019-12-12"
"용산구","(원효로19가길 5)","방범","37.533644","126.954771","1","2019-12-12"
"용산구","(이태원동 63-17 주택 앞)","방범","37.533727","126.991026","1","2019-12-12"
"용산구","(한남동 657-115 이쯔모 앞)","방범","37.533734","127.005781","2","2019-12-12"
"용산구","(한강로1가 231-23 옛집국수 코너)","방범","37.533947","126.973623","3","2019-12-12"
"용산구","(보광로60길 18 (이태원동 132-17))","방범","37.533979","126.994969","1","2019-12-12"
"용산구","(이태원동 132-17 (보광로60길 18))","방범","37.533979","126.994969","2","2019-12-12"
"용산구","(한남동 686-11 백팩커스게스트하우스 앞 계단 밑)","방범","37.534025","127.000102","3","2019-12-12"
"용산구","(원효로3가 96-2 소망빌딩 앞)","방범","37.534028","126.958019","4","2019-12-12"
"용산구","(원효로3가 96-2 소망빌딩 앞)","방범","37.534028","126.958019","1","2019-12-12"
"용산구","(원효로4가 46 소방호스함 옆)","방범","37.534042","126.953084","4","2019-12-12"
"용산구","(한남동 657-15 캄보디아대사관 뒤)","방범","37.534064","127.002671","4","2019-12-12"
"용산구","(이태원1동 126-9 데뷰 앞)","방범","37.534066","126.996220","2","2019-12-12"
"용산구","(원효로3가 190 앞 철주)","방범","37.534135","126.955609","2","2019-12-12"
"용산구","(한남동 657-115 이쯔모 앞)","방범","37.534181","127.005863","1","2019-12-12"
"용산구","(원효로3가 206-1)","방범","37.534227","126.955123","2","2019-12-12"
"용산구","(우사단로10길 39-29 (한남동 732-161))","방범","37.534252","126.997802","1","2019-12-12"
"용산구","(한남동 732-161 (우사단로10길 39-29))","방범","37.534252","126.997802","2","2019-12-12"
"용산구","(신계동 35-11 남동전기 앞)","방범","37.534267","126.962189","1","2019-12-12"
"용산구","(원효로3가 96-2 소망빌딩 앞)","방범","37.534306","126.957731","1","2019-12-12"
"용산구","(원효로3가 96-2 소망빌딩 앞)","방범","37.534306","126.957731","1","2019-12-12"
"용산구","(원효로3가 169 일광빌라 앞)","방범","37.534329","126.956296","1","2019-12-12"
"용산구","(산천동 81-1 동주민센터 화단)","방범","37.534384","126.951363","1","2019-12-12"
"용산구","(한강대로62나길 13)","방범","37.534387","126.974463","1","2019-12-12"
"용산구","(이태원동 457-3 Aussie Shop 앞)","방범","37.534421","126.988298","3","2019-12-12"
"용산구","(원효로4가 64 골목길)","방범","37.534513","126.953166","3","2019-12-12"
"용산구","(용산동3가 1-96 삼각지 어린이공원 앞)","방범","37.534545","126.975120","2","2019-12-12"
"용산구","(원효로3가 1-139 원효어린이집 늘푸른공원)","방범","37.534689","126.95660139","1","2019-12-12"
"용산구","(신계동 25-8 유진약국 앞)","방범","37.534705","126.963645","1","2019-12-12"
"용산구","(원효로2가 61-9)","방범","37.534782","126.962977","3","2019-12-12"
"용산구","(원효로2가 61-9 공원 앞)","방범","37.534782","126.962977","1","2019-12-12"
"용산구","(이태원동 119-17 세계음식특화거리)","방범","37.534861","126.992715","2","2019-12-12"
"용산구","(효창원로26가길 6)","방범","37.535003","126.956087","2","2019-12-12"
"용산구","(산천동 35-1 세느미용실)","방범","37.535019","126.952869","1","2019-12-12"
"용산구","(효창원로16길 22)","방범","37.535066","126.954741","3","2019-12-12"
"용산구","(이태원1동 123-26 삼성 어린이집 앞)","방범","37.535074","126.995354","1","2019-12-12"
"용산구","(청암동 161 전주 옆)","방범","37.535122","126.946108","1","2019-12-12"
"용산구","(원효로3가 46-1 우체국 맞은 편)","방범","37.53514","126.9599531","1","2019-12-12"
"용산구","(원효로3가 46-1 우체국 맞은편)","방범","37.53514","126.9599531","2","2019-12-12"
"용산구","(이태원동 166-14 골든빌 2차 위쪽)","방범","37.535164","126.990959","1","2019-12-12"
"용산구","(이태원동 166-14 골든빌2차 위쪽)","방범","37.535164","126.990959","1","2019-12-12"
"용산구","(신창동 31-2 신창공영주차장 골목코너)","방범","37.535186","126.955483","1","2019-12-12"
"용산구","(한강로1가 276-3 용산초교 정문 앞)","방범","37.535194","126.972960","3","2019-12-12"
"용산구","(한남동 32-18 몽골대사관 골목)","방범","37.535223","127.010727","1","2019-12-12"
"용산구","(청암동 161 전주 옆)","방범","37.535224","126.946031","2","2019-12-12"
"용산구","(신창동 88-2 성심여고 앞)","방범","37.535268","126.953349","3","2019-12-12"
"용산구","(이태원동 119-9 해밀턴호텔 뒤)","방범","37.535281","126.992525","1","2019-12-12"
"용산구","(이태원동 119-9 해밀턴호텔 뒤)","방범","37.535281","126.992525","1","2019-12-12"
"용산구","(한남동 685-10 철물점 옆)","방범","37.535349","127.000376","1","2019-12-12"
"용산구","(이태원1동 120-5 부영주차장 앞)","방범","37.535502","126.991704","1","2019-12-12"
"용산구","(원효로3가 46-1 우체국 맞은 편)","방범","37.535552","126.960817","1","2019-12-12"
"용산구","(원효로3가 46-1 우체국 맞은편)","방범","37.535552","126.960817","2","2019-12-12"
"용산구","(이태원동 187 럭키하이마트 앞 놀이터)","방범","37.535619","126.989815","3","2019-12-12"
"용산구","(이태원동 406 이태원초교 후문)","방범","37.535820","126.988624","3","2019-12-12"
"용산구","(신창동 77-117 신창제일교회 옆 사거리)","방범","37.535824","126.955265","3","2019-12-12"
"용산구","(한남동 683-52 고향마트 맞은 편)","방범","37.535873","127.001120","1","2019-12-12"
"용산구","(효창원로42길 38-14(용문동 42-8) 브라운스톤아파트 정문지나 안쪽 막다른 골목길)","방범","37.535960","126.959955","2","2019-12-12"
"용산구","(효창원로42길 38-14 브라운스톤아파트 정문지나 안쪽 막다른 골목길)","방범","37.535960","126.959955","1","2019-12-12"
"용산구","(한강로1가 248 삼각지 고가도로 주변)","방범","37.536198","126.971824","2","2019-12-12"
"용산구","(한강로1가 248 삼각지고가도로 주변)","방범","37.536198","126.971824","1","2019-12-12"
"용산구","(용문동 25-17 삼익당한의원 앞)","방범","37.536249","126.960266","1","2019-12-12"
"용산구","(신창동 77-51 전주 옆)","방범","37.536288","126.955325","2","2019-12-12"
"용산구","(한남동 682-19 청기와음식점 앞)","방범","37.536357","127.001465","2","2019-12-12"
"용산구","(이태원동 154-7 이태원빌라 옆)","방범","37.536364","126.990331","2","2019-12-12"
"용산구","(용문동 15-1 (원효로53길 19))","방범","37.536418","126.962032","3","2019-12-12"
"용산구","(원효로53길 19 (용문동 15-1))","방범","37.536418","126.962032","1","2019-12-12"
"용산구","(이태원우체국 뒤 이태원초교 담장)","방범","37.536427","126.987445","1","2019-12-12"
"용산구","(용문동 38-128 청구빌라 앞)","방범","37.536495","126.956022","1","2019-12-12"
"용산구","(신창동 77-114 세방아파트 옆)","방범","37.536576","126.954321","1","2019-12-12"
"용산구","(신창동 77-114 세방아파트)","방범","37.536576","126.954321","1","2019-12-12"
"용산구","(녹사평대로 46가길 30 (이태원동 193-77)","방범","37.536626","126.989387","2","2019-12-12"
"용산구","(녹사평대로46가길 30(이태원동 193-77))","방범","37.536626","126.989387","1","2019-12-12"
"용산구","(이태원동 367-1 세탁소 옆)","방범","37.536716","126.988775","3","2019-12-12"
"용산구","(한남동 712-10 응봉공원 입구)","방범","37.536773","127.006591","1","2019-12-12"
"용산구","(한남동 712-10 응봉공원입구)","방범","37.536773","127.006591","1","2019-12-12"
"용산구","(이태원동 154-7 이태원빌라 옆)","방범","37.536819","126.990733","3","2019-12-12"
"용산구","(이태원동 154-23 이태원삼호빌라)","방범","37.536819","126.990735","1","2019-12-12"
"용산구","(용문동 51-1 용문시장 내)","방범","37.536847","126.959410","1","2019-12-12"
"용산구","(신창동 76-24 세방리버힐아파트 후문)","방범","37.536876","126.955458","1","2019-12-12"
"용산구","(효창원로23길 16(신창동 76-24) 세방리버힐아파트 후문)","방범","37.536876","126.955458","2","2019-12-12"
"용산구","(원효로2가 76-20 원효로의원 뒤)","방범","37.536887","126.963536","4","2019-12-12"
"용산구","(한남동 683-42 골목삼거리 계단 앞)","방범","37.536905","127.001171","1","2019-12-12"
"용산구","(한남동 683-42 골목삼거리 계단앞)","방범","37.536905","127.001171","1","2019-12-12"
"용산구","(한남동 712-5 한남초교 옆 골목 끝부분)","방범","37.537092","127.006175","1","2019-12-12"
"용산구","(용문동 41-33 새마을금고 앞)","방범","37.537228","126.959579","1","2019-12-12"
"용산구","(원효로2가 8-4 경로당 앞)","방범","37.537458","126.963865","2","2019-12-12"
"용산구","(용문동 8-20 해피데이호프집 앞)","방범","37.537504","126.960418","1","2019-12-12"
"용산구","(이태원동 324-12 경리단 뒤쪽)","방범","37.537507","126.988604","1","2019-12-12"
"용산구","(한남동 696-3 한남타워 담장)","방범","37.537653","127.003681","1","2019-12-12"
"용산구","(원효로2가 8-15 충남제일철강 옆 골목길)","방범","37.537672","126.964615","3","2019-12-12"
"용산구","(용문동 8-36 신도리코 앞)","방범","37.537797","126.961152","1","2019-12-12"
"용산구","(이태원동 204-3 이태원빌라 옆)","방범","37.537807","126.991987","1","2019-12-12"
"용산구","(한남동 729-47 한아름슈퍼 앞)","방범","37.537810","127.002585","3","2019-12-12"
"용산구","(용문동 38-100 옥수대빌라 맞은편 위쪽)","방범","37.537836","126.956327","1","2019-12-12"
"용산구","(용문동 32-74 (새창로100))","방범","37.53792","126.959624","2","2019-12-12"
"용산구","(이태원동 289-3 어린이공원 앞)","방범","37.537999","126.989540","1","2019-12-12"
"용산구","(용문동 2-1 서울비전교회 앞 모퉁이)","방범","37.538050","126.963524","1","2019-12-12"
"용산구","나(이태원 지하보도)","방범","37.538101","126.986795","1","2019-12-12"
"용산구","(용문동 1-44 창고 앞)","방범","37.538215","126.962023","3","2019-12-12"
"용산구","(이태원동 208-18 현진빌라 앞)","방범","37.538319","126.994005","1","2019-12-12"
"용산구","(이태원동 289-3 어린이공원 앞)","방범","37.538322","126.989674","1","2019-12-12"
"용산구","(새창로 100 (용문동 32-74))","방범","37.538407","126.959658","1","2019-12-12"
"용산구","(용문동 32-74 (새창로100))","방범","37.538407","126.959658","1","2019-12-12"
"용산구","(이태원2동 213-15 주택 앞)","방범","37.538417","126.991725","1","2019-12-12"
"용산구","(용문동 5-6 주택 앞)","방범","37.538437","126.962105","2","2019-12-12"
"용산구","(용문동 32-68 골목꺽이는 지점)","방범","37.538555","126.960306","2","2019-12-12"
"용산구","(이태원동 223-23 디지텍고교 앞)","방범","37.538578","126.990641","3","2019-12-12"
"용산구","(회나무로26길 35)","방범","37.538747","126.990043","1","2019-12-12"
"용산구","(도원동 3-1 대박부동산 앞)","방범","37.538756","126.958625","1","2019-12-12"
"용산구","(이태원2동 213-15 주택 앞)","방범","37.538783","126.992185","2","2019-12-12"
"용산구","(한남동 1-353 한강시범아파트 입구)","방범","37.539034","127.012354","1","2019-12-12"
"용산구","(한남동 산8 한강시범아파트 입구)","방범","37.539034","127.012354","2","2019-12-12"
"용산구","(원효로1가 26-20 무궁화빌라 앞)","방범","37.539036","126.964988","1","2019-12-12"
"용산구","(이태원동 225-250 서울디지텍고교 뒤쪽)","방범","37.539094","126.990313","2","2019-12-12"
"용산구","(용문동 5-68 효창공원역 4번출구 앞)","방범","37.539232","126.961283","1","2019-12-12"
"용산구","(용문동 5-68 효창공원역 4번출구)","방범","37.539232","126.961283","2","2019-12-12"
"용산구","(녹사평대로54길 12(이태원동 627) 시장 옆 아파트 입구 골목)","방범","37.539268","126.987869","2","2019-12-12"
"용산구","(녹사평대로54길12 용산재활용 센터 앞)","방범","37.539268","126.987869","1","2019-12-12"
"용산구","(이태원동 206-15 영진식품 옆 삼거리)","방범","37.539281","126.993214","1","2019-12-12"
"용산구","(원효로1가 30-75 좁은 골목길)","방범","37.539446","126.96593","1","2019-12-12"
"용산구","(원효로1가 21-1 현대미용실 앞)","방범","37.539579","126.964874","4","2019-12-12"
"용산구","(이태원2동 225-10 네네치킨 옆)","방범","37.539608","126.990292","1","2019-12-12"
"용산구","(효창동 89 금양초교 뒤)","방범","37.540107","126.960939","1","2019-12-12"
"용산구","(효창동 5-109 다모빌딩 앞)","방범","37.540123","126.963050","1","2019-12-12"
"용산구","(이태원2동 5-26 필리핀대사관 뒤 사거리)","방범","37.540124","126.994634","1","2019-12-12"
"용산구","(원효로77가길 17 (원효로1가 18-9))","방범","37.540253","126.965511","1","2019-12-12"
"용산구","(원효로77가길 17(원효로1가 18-9))","방범","37.540253","126.965511","1","2019-12-12"
"용산구","(이태원2동 5-26 필린핀대사관 뒤)","방범","37.540278","126.995148","1","2019-12-12"
"용산구","(원효로1가 17-101 동효그린빌라 옆)","방범","37.540523","126.964535","1","2019-12-12"
"용산구","(백범로79나길 13-2)","방범","37.540852","126.965625","2","2019-12-12"
"용산구","(이태원동 247-1 한영슈퍼 사거리)","방범","37.540886","126.993348","1","2019-12-12"
"용산구","(효창동 5-550 주택 앞)","방범","37.540902","126.958917","4","2019-12-12"
"용산구","(효창동 5-86 재향군인회 옆)","방범","37.540911","126.963314","1","2019-12-12"
"용산구","(효창동 5-218 서울자동차고 입구)","방범","37.541048","126.958247","1","2019-12-12"
"용산구","(용산동2가 43-21 주차장 앞 담벼락)","방범","37.54121","126.985379","3","2019-12-12"
"용산구","(효창동 5-735 우리가게 앞)","방범","37.541389","126.959645","2","2019-12-12"
"용산구","(효창동 126-14 효창감리교회 옆)","방범","37.541397","126.960492","1","2019-12-12"
"용산구","(원효로1가 17-139 주택 전주 옆)","방범","37.541407","126.965747","1","2019-12-12"
"용산구","(효창동 5-52 명성부동산 앞)","방범","37.541430","126.962147","3","2019-12-12"
"용산구","(용산동2가 43-7 서전빌라)","방범","37.541452","126.986045","1","2019-12-12"
"용산구","(용산동2가 43-7 서진빌라)","방범","37.541452","126.986045","2","2019-12-12"
"용산구","(신흥로3나길 5)","방범","37.541519","126.985306","1","2019-12-12"
"용산구","(용산동2가 43-1 삼성빌 앞) (예전자치9-28)","방범","37.541519","126.985306","1","2019-12-12"
"용산구","(한강로2가 2-292 용산초교 담장뒤쪽 골목(예전 자치9-28))","방범","37.541519","126.985306","1","2019-12-12"
"용산구","(효창동 5-642 예빌리지 앞)","방범","37.541546","126.958531","1","2019-12-12"
"용산구","(원효로1가 1-1 아세아항공전문학교 앞)","방범","37.541568","126.970145","1","2019-12-12"
"용산구","(신흥로11길 7(용산동2가 37) 스페인대사관 올라가는 골목 입구)","방범","37.541578","127.004389","2","2019-12-12"
"용산구","(한남대로36길 13 스페인대사관 올라가는 골목)","방범","37.541578","127.004389","1","2019-12-12"
"용산구","(신흥로3가길 34 진성슈퍼 옆)","방범","37.541649","126.984838","1","2019-12-12"
"용산구","(신흥로5길 14)","방범","37.541711","126.986471","1","2019-12-12"
"용산구","(이태원동 258-486 빌라 뒤)","방범","37.541713","126.993126","1","2019-12-12"
"용산구","(효창동 5-44 보람빌리지 앞)","방범","37.541755","126.9639","3","2019-12-12"
"용산구","(원효로1가 1-1 아세아항공전문학교 앞)","방범","37.541861","126.969176","4","2019-12-12"
"용산구","(갈월동 95-2 남영역 굴다리 양방향)","방범","37.541877","126.971398","2","2019-12-12"
"용산구","(한강대로92길 14(갈월동 14-72) 골목길)","방범","37.541877","126.971398","1","2019-12-12"
"용산구","(이태원동 260-54 남산체육관 뒤)","방범","37.541910","126.991757","3","2019-12-12"
"용산구","(남영역 롯데마켓 앞)","방범","37.541926","126.971866","2","2019-12-12"
"용산구","(효창동 5-158 효창아트빌 2차 APT 맞은 편)","방범","37.541995","126.961233","1","2019-12-12"
"용산구","(효창동 5-158 효창아트빌 2차 APT 맞은편)","방범","37.541995","126.961233","2","2019-12-12"
"용산구","(이태원동 258-61 계단 아래)","방범","37.542141","126.993671","3","2019-12-12"
"용산구","(소월로40길 10 (이태원동 260-220))","방범","37.542236","126.990613","1","2019-12-12"
"용산구","(이태원동 260-220 (소월로40길 10))","방범","37.542236","126.990613","1","2019-12-12"
"용산구","(이태원동 258-245 빌라 뒤)","방범","37.542249","126.993012","1","2019-12-12"
"용산구","(용산동2가 39-10 새마을금고 용암지점 맞은 편)","방범","37.542316","126.986683","1","2019-12-12"
"용산구","(용산동2가 39-10 새마을금고 용암지점 맞은편)","방범","37.542316","126.986683","3","2019-12-12"
"용산구","(효창동 5-22 (효창원로72길 26))","방범","37.542376","126.963398","1","2019-12-12"
"용산구","(효창원로72길 26 (효창동 5-22))","방범","37.542376","126.963398","1","2019-12-12"
"용산구","(효창동 132-114 건재상 앞)","방범","37.542478","126.964679","1","2019-12-12"
"용산구","(용산동2가 35-6 계단 옆)","방범","37.542527","126.985651","4","2019-12-12"
"용산구","(한강대로84길 11(남영동 35-2))","방범","37.542584","126.973595","2","2019-12-12"
"용산구","(용산동2가 5-1657 보성여고 정문 옆 골목)","방범","37.542601","126.983925","2","2019-12-12"
"용산구","(한남동 792-3 할리데이비슨 위편 주택가)","방범","37.542613","127.002327","3","2019-12-12"
"용산구","(효창동 5-150 원효사 앞)","방범","37.542649","126.958871","1","2019-12-12"
"용산구","(청파동3가 121-40 미문교회 입구)","방범","37.542652","126.969411","1","2019-12-12"
"용산구","(임정로11길 9)","방범","37.542843","126.958506","4","2019-12-12"
"용산구","(용산동 47-3 거주자우선주차구역 앞)","방범","37.542863","126.987875","1","2019-12-12"
"용산구","(효창원로76길 9)","방범","37.54293","126.962859","3","2019-12-12"
"용산구","(소월로38가길 21 (이태원동 261-10))","방범","37.542998","126.990374","1","2019-12-12"
"용산구","(소월로38가길 21(이태원동 261-10))","방범","37.542998","126.990374","1","2019-12-12"
"용산구","(청파동3가 118-78 빌라건물등 주변)","방범","37.543028","126.967554","1","2019-12-12"
"용산구","(효창원로76길 24-3 (효창동 2-23))","방범","37.543106","126.963633","2","2019-12-12"
"용산구","(효창원로76길 24-3(효창동 2-23))","방범","37.543106","126.963633","1","2019-12-12"
"용산구","(용산동2가 35-28 충남슈퍼 맞은편)","방범","37.543111","126.986018","4","2019-12-12"
"용산구","(신흥로11길 7(용산동2가 37) 이레쉐르빌 앞 삼거리)","방범","37.54325","126.98715","3","2019-12-12"
"용산구","(용산동2가 29-9)","방범","37.54325","126.98715","1","2019-12-12"
"용산구","(청파동3가 118-365 주택담장 뒤 전신주)","방범","37.543255","126.967072","1","2019-12-12"
"용산구","(청파동3가 121-15 주택 앞)","방범","37.543395","126.968569","2","2019-12-12"
"용산구","(청파동2가 132-44 천주교 청파동성당 앞)","방범","37.543536","126.965028","3","2019-12-12"
"용산구","(용산동2가 5-1101 해방촌성당 앞 삼거리)","방범","37.543537","126.984153","1","2019-12-12"
"용산구","(청파동3가 105-4 구.청파2동사무소 앞)","방범","37.543569","126.969763","3","2019-12-12"
"용산구","(청파동3가 121-15 주택 앞)","방범","37.543677","126.968592","1","2019-12-12"
"용산구","(용산동2가 31-2 출입문 옆 (해방교회 아래쪽))","방범","37.543709","126.985611","1","2019-12-12"
"용산구","(청파동3가 118-48 델포이빌딩 옆)","방범","37.543831","126.966403","1","2019-12-12"
"용산구","(청파동3가 118-48 델포이빌딩 앞)","방범","37.543831","126.966403","2","2019-12-12"
"용산구","(신흥로25길 18-4 코너)","방범","37.543893","126.983544","3","2019-12-12"
"용산구","(청파동3가 118-176 동네미니슈퍼 앞)","방범","37.543928","126.967815","3","2019-12-12"
"용산구","(용산동2가 5-1186 보성여고 인근 골목 코너)","방범","37.543971","126.983742","1","2019-12-12"
"용산구","(용산동2가 1-1357)","방범","37.544047","126.98186","1","2019-12-12"
"용산구","(용산동2가 24-20 황제빌라 옆)","방범","37.54405","126.987427","1","2019-12-12"
"용산구","(청파로43길 71)","방범","37.544098","126.966581","1","2019-12-12"
"용산구","(청파로71가길 29)","방범","37.544098","126.966581","3","2019-12-12"
"용산구","(청파동3가 10-3 청파치안센터 옆)","방범","37.544115","126.970877","3","2019-12-12"
"용산구","(갈월동 69-116 굴다리)","방범","37.544128","126.971074","1","2019-12-12"
"용산구","(용산동2가 31-2 코너)","방범","37.544158","126.985789","1","2019-12-12"
"용산구","(용산동2가 5-1807 3호터널 옆 담)","방범","37.544196","126.988176","3","2019-12-12"
"용산구","(한남동 726-358 성아슈퍼 앞 사거리)","방범","37.544280","127.002848","1","2019-12-12"
"용산구","(용산동2가 10-16 주택 앞)","방범","37.544372","126.981414","2","2019-12-12"
"용산구","(용산동2가 31 해방교회 앞)","방범","37.544411","126.984806","3","2019-12-12"
